stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
3347,,JD ITU SABARA ALBERTO PASQUALINI,,-30.029926,-51.141361
6396,,JD ITU SABARA ALBERTO PASQUALINI,,-30.029935,-51.1433
4573,, B VILA SAO CARLOS,,-30.111731,-51.111768
3323,,JD ITU SABARA ALBERTO PASQUALINI,,-30.03001,-51.143833
4574,, B VILA SAO CARLOS,,-30.111863,-51.11147
6395,,JD ITU SABARA ALBERTO PASQUALINI,,-30.030019,-51.144998
3318,,JD ITU SABARA ALBERTO PASQUALINI,,-30.029945,-51.144839
2196,, VOLUNTARIOS DA PATRIA,,-30.017724,-51.21341
4469,,PITINGA JOAO ANTONIO SILVEIRA,,-30.145345,-51.112937
6035,, DIARIO DE NOTICIAS,,-30.097056,-51.248866
5786,, DIARIO DE NOTICIAS,,-30.094136,-51.249737
2195,, VOLUNTARIOS DA PATRIA,,-30.018719,-51.213829
6233,, DIARIO DE NOTICIAS,,-30.090388,-51.248785
832,, DIARIO DE NOTICIAS,,-30.090305,-51.248679
1443,, JOSE DE ALENCAR,,-30.059633,-51.228524
1444,, JOSE DE ALENCAR,,-30.059983,-51.225958
1445,, JOSE DE ALENCAR,,-30.059952,-51.226729
1468,, JOSE DE ALENCAR,,-30.060325,-51.223983
1467,, JOSE DE ALENCAR,,-30.060185,-51.224473
1474,, JOSE DE ALENCAR,,-30.060649,-51.221039
1482,, JOSE DE ALENCAR,,-30.060548,-51.21897
1362,, SILVEIRO,,-30.072127,-51.231199
1368,, SILVEIRO,,-30.066116,-51.23004
6337,, SILVEIRO,,-30.065207,-51.229706
1432,, SILVEIRO,,-30.062857,-51.228684
1442,, SILVEIRO,,-30.060549,-51.22769
6282,, DONA SOFIA,,-30.067626,-51.228265
1367,, HIPOLITO DA COSTA,,-30.066949,-51.230452
1363,, JANUARIO PEREIRA DA COSTA,,-30.070891,-51.230909
1605,, ERICO VERISSIMO,,-30.047472,-51.21826
1602,, ERICO VERISSIMO,,-30.045184,-51.219312
1603,, ERICO VERISSIMO,,-30.045142,-51.219245
5575,, ERICO VERISSIMO,,-30.04549,-51.218969
1611,, ERICO VERISSIMO,,-30.044094,-51.22042
1610,, ERICO VERISSIMO,,-30.044365,-51.220202
1604,, ERICO VERISSIMO,,-30.047416,-51.218354
1596,,CIDADE BAIXA AURELIANO DE FIGUEIREDO PINTO,,-30.043625,-51.222223
1597,,CIDADE BAIXA AURELIANO DE FIGUEIREDO PINTO,,-30.043542,-51.222325
1558,,CIDADE BAIXA AURELIANO DE FIGUEIREDO PINTO,,-30.043355,-51.225163
1559,,CIDADE BAIXA AURELIANO DE FIGUEIREDO PINTO,,-30.043282,-51.225172
1541,,PRAIA DE BELAS AURELIANO DE FIGUEIREDO PINTO,,-30.042855,-51.230128
3946,, REALENGO,,-29.997949,-51.158814
3945,, REALENGO,,-29.998008,-51.158708
6376,, MARECHAL MESQUITA,,-30.079255,-51.20324
1733,, MARECHAL MESQUITA,,-30.080312,-51.204183
3917,, GRACA,,-30.001697,-51.157697
2963,,BOA VISTA ANITA GARIBALDI,,-30.021703,-51.17269
2964,,BOA VISTA ANITA GARIBALDI,,-30.021618,-51.172273
6391,, DIARIO DE NOTICIAS,,-30.087412,-51.248024
826,,CAMAQUA AFONSO ARINOS,,-30.101125,-51.235113
816,,CAMAQUA AFONSO ARINOS,,-30.100191,-51.238295
813,,CAMAQUA AFONSO ARINOS,,-30.100136,-51.240352
3217,, BOM JESUS,,-30.044083,-51.149544
897,,CAMAQUA AMIZADE,,-30.112852,-51.230421
6390,, BOM JESUS,,-30.043642,-51.150511
3031,, BOM JESUS,,-30.043555,-51.15192
3029,, BOM JESUS,,-30.04342,-51.153011
3032,, BOM JESUS,,-30.043491,-51.151793
3026,, BOM JESUS,,-30.043329,-51.15495
3027,, BOM JESUS,,-30.043251,-51.155031
3022,,BOM JESUS PATAGONIA,,-30.044095,-51.158052
3021,,BOM JESUS PATAGONIA,,-30.044037,-51.158292
3003,,BOM JESUS PATAGONIA,,-30.043898,-51.15989
3004,,BOM JESUS PATAGONIA,,-30.043813,-51.160021
3001,,BOM JESUS PATAGONIA,,-30.043879,-51.161046
3002,,BOM JESUS PATAGONIA,,-30.043807,-51.161042
2999,, DR SINVAL SALDANHA,,-30.044128,-51.161268
3025,, SAO VICENTE DE PAULA,,-30.044473,-51.155941
3024,, SAO VICENTE DE PAULA,,-30.04455,-51.156221
3226,, DR MURTINHO,,-30.042457,-51.148545
3227,, DR MURTINHO,,-30.042537,-51.148459
3289,, IBANEZ ANDRE PITTHAN SOUZA,,-30.03697,-51.142122
3288,, IBANEZ ANDRE PITTHAN SOUZA,,-30.036999,-51.142202
2673,, TEN ALPOIM,,-30.067406,-51.174505
2672,, TEN ALPOIM,,-30.067334,-51.174514
2644,, TEN ALPOIM,,-30.067436,-51.176263
2632,, TEN ALPOIM,,-30.065795,-51.180652
2693,, TEN ALPOIM,,-30.06534,-51.181707
5300,,RESTINGA PADRE PEDRO LEONARDI,,-30.144292,-51.125975
4523,,LOMBA DO PINHEIRO JOAO ANTONIO SILVEIRA,,-30.136138,-51.097181
5854,,LOMBA DO PINHEIRO JOAO ANTONIO SILVEIRA,,-30.135038,-51.095798
4915,, WILSON SANT'ANNA VIEIRA,,-30.011151,-51.093354
6208,,LOMBA DO PINHEIRO JOAO ANTONIO SILVEIRA,,-30.134996,-51.095868
2641,, TEN ALPOIM,,-30.066598,-51.17864
2643,, TEN ALPOIM,,-30.067508,-51.176269
3678,,HUMAITA AMYNTHAS JACQUES DE MORAES,,-29.988018,-51.192896
3679,,HUMAITA AMYNTHAS JACQUES DE MORAES,,-29.987738,-51.192549
3694,,HUMAITA AMYNTHAS JACQUES DE MORAES,,-29.988484,-51.191673
3697,,HUMAITA AMYNTHAS JACQUES DE MORAES,,-29.988929,-51.190091
2633,,PARTENON OUTEIRO,,-30.065864,-51.179722
4471,,PITINGA JOAO ANTONIO SILVEIRA,,-30.145959,-51.110418
3590,, BENJAMIN CONSTANT,,-30.015739,-51.196474
5297,, BENJAMIN CONSTANT,,-30.016329,-51.196744
3595,, BENJAMIN CONSTANT,,-30.01376,-51.195141
3594,, BENJAMIN CONSTANT,,-30.014855,-51.195831
3598,, BENJAMIN CONSTANT,,-30.011949,-51.193885
3597,, BENJAMIN CONSTANT,,-30.013346,-51.194735
3600,, BENJAMIN CONSTANT,,-30.010176,-51.192831
3601,, BENJAMIN CONSTANT,,-30.010002,-51.192829
3599,, BENJAMIN CONSTANT,,-30.011618,-51.193606
3602,, BENJAMIN CONSTANT,,-30.008792,-51.192326
3603,, BENJAMIN CONSTANT,,-30.008563,-51.192164
3267,, IRMAO INOCENCIO LUIS,,-30.042679,-51.141875
1434,,MENINO DEUS PADRE CACIQUE,,-30.060716,-51.230588
1321,,PRAIA DE BELAS PADRE CACIQUE,,-30.081448,-51.245176
6278,, JOSE ALOISIO FILHO,,-29.979045,-51.18379
3741,, JOSE ALOISIO FILHO,,-29.980687,-51.18481
6108,, JOSE ALOISIO FILHO,,-29.98344,-51.186956
3703,, JOSE ALOISIO FILHO,,-29.985753,-51.189076
3739,, JOSE ALOISIO FILHO,,-29.982039,-51.185676
6205,, JOSE ALOISIO FILHO,,-29.977751,-51.182981
3696,, JOSE ALOISIO FILHO,,-29.987793,-51.190948
3558,, CAIRU,,-30.002923,-51.205221
5343,, CAIRU,,-30.004979,-51.198484
3621,, CAIRU,,-30.006707,-51.192834
3620,, CAIRU,,-30.00586,-51.195566
3693,, ERNESTO NEUGEBAUER,,-29.990713,-51.190378
3663,, ERNESTO NEUGEBAUER,,-29.992647,-51.192234
6379,, DONA TEODORA,,-29.995008,-51.190522
5889,, DONA TEODORA,,-29.994183,-51.191824
5890,, DONA TEODORA,,-29.993973,-51.191992
5822,, DONA TEODORA,,-29.992892,-51.194359
5823,, DONA TEODORA,,-29.992996,-51.194284
3418,, DR JOSE CARLOS CACCIA KAISER,,-30.042586,-51.123023
2207,, VINTE QUATRO DE OUTUBRO,,-30.028234,-51.207148
5495,, VINTE QUATRO DE OUTUBRO,,-30.027767,-51.205363
2312,, VINTE QUATRO DE OUTUBRO,,-30.02388,-51.199987
2316,, VINTE QUATRO DE OUTUBRO,,-30.022855,-51.196431
4441,, OTAVIANO PINTO,,-30.220527,-51.050786
4443,, OTAVIANO PINTO,,-30.217433,-51.050305
4442,, OTAVIANO PINTO,,-30.217345,-51.05038
4440,, OTAVIANO PINTO,,-30.224502,-51.0514
4439,, OTAVIANO PINTO,,-30.224476,-51.051488
4444,, OTAVIANO PINTO,,-30.214392,-51.050405
3417,,MORRO SANTANA DR ALBERTO VIANNA ROSA,,-30.042591,-51.123966
3422,,MORRO SANTANA DR ALBERTO VIANNA ROSA,,-30.039587,-51.124188
2202,,FLORESTA CRISTOVAO COLOMBO,,-30.022406,-51.208962
2356,,FLORESTA CRISTOVAO COLOMBO,,-30.017529,-51.18939
2357,,FLORESTA CRISTOVAO COLOMBO,,-30.017502,-51.187999
2355,,FLORESTA CRISTOVAO COLOMBO,,-30.017595,-51.190698
3269,, IRMAO INOCENCIO LUIS,,-30.041384,-51.141349
3287,, IRMAO INOCENCIO LUIS,,-30.039261,-51.141165
1662,,FLORESTA CRISTOVAO COLOMBO,,-30.028389,-51.217161
2997,,BOM JESUS PASCOA,,-30.045578,-51.162388
2998,,BOM JESUS PASCOA,,-30.045129,-51.162432
6378,, CANTO,,-30.047097,-51.163139
2996,, CANTO,,-30.047137,-51.162989
6377,, CANTO,,-30.04677,-51.164588
1732,, MARECHAL MESQUITA,,-30.081471,-51.205242
933,,CAMAQUA OTTO NIEMEYER,,-30.10138,-51.229149
943,,CAMAQUA OTTO NIEMEYER,,-30.100963,-51.228005
947,,CAMAQUA OTTO NIEMEYER,,-30.100637,-51.225881
4034,, JOAO XXIII,,-30.006693,-51.143343
934,,CAMAQUA OTTO NIEMEYER,,-30.101521,-51.229425
4023,, JOAO XXIII,,-30.007253,-51.147071
4027,, JOAO XXIII,,-30.006948,-51.14502
4030,, JOAO XXIII,,-30.006952,-51.14456
6375,, JOAO XXIII,,-30.007398,-51.147571
1669,, OCTAVIO DE SOUZA,,-30.081265,-51.216011
1012,, OCTAVIO DE SOUZA,,-30.08745,-51.225469
1025,, OCTAVIO DE SOUZA,,-30.087111,-51.224248
1791,,AZENHA AZENHA,,-30.053394,-51.213961
1232,, SEBASTIAO WOLF,,-30.088567,-51.214938
6374,, CONSELHEIRO XAVIER DA COSTA,,-30.133637,-51.224272
3399,, JOAO DA SILVA BUENO,,-30.038229,-51.130152
6373,, JOAO DA SILVA BUENO,,-30.040725,-51.130882
1237,, SEBASTIAO WOLF,,-30.08988,-51.214248
3948,, DIAMANTINA,,-29.997255,-51.157325
5088,, PLINIO BRASIL MILANO,,-30.019147,-51.177209
2946,, PLINIO BRASIL MILANO,,-30.019442,-51.177699
2947,,FLORESTA CRISTOVAO COLOMBO,,-30.018657,-51.177784
5551,,FLORESTA CRISTOVAO COLOMBO,,-30.017305,-51.179852
2938,,FLORESTA CRISTOVAO COLOMBO,,-30.016958,-51.181364
2936,,FLORESTA CRISTOVAO COLOMBO,,-30.016996,-51.182948
2368,,FLORESTA CRISTOVAO COLOMBO,,-30.017345,-51.185879
6249,,FLORESTA CRISTOVAO COLOMBO,,-30.017599,-51.189354
2354,,FLORESTA CRISTOVAO COLOMBO,,-30.017671,-51.190821
2327,,FLORESTA CRISTOVAO COLOMBO,,-30.017757,-51.1937
2328,,FLORESTA CRISTOVAO COLOMBO,,-30.017683,-51.193626
2321,,FLORESTA CRISTOVAO COLOMBO,,-30.017868,-51.196695
2319,,FLORESTA CRISTOVAO COLOMBO,,-30.017887,-51.198271
5419,,FLORESTA CRISTOVAO COLOMBO,,-30.018066,-51.200351
2224,,FLORESTA CRISTOVAO COLOMBO,,-30.01818,-51.203701
2219,,FLORESTA CRISTOVAO COLOMBO,,-30.018797,-51.205693
2218,,FLORESTA CRISTOVAO COLOMBO,,-30.020595,-51.207245
2203,,FLORESTA CRISTOVAO COLOMBO,,-30.022282,-51.208736
2217,,FLORESTA CRISTOVAO COLOMBO,,-30.020861,-51.207575
2181,,FLORESTA CRISTOVAO COLOMBO,,-30.025677,-51.212777
2180,,FLORESTA CRISTOVAO COLOMBO,,-30.025625,-51.212839
5120,,FLORESTA CRISTOVAO COLOMBO,,-30.026501,-51.214174
2176,,FLORESTA CRISTOVAO COLOMBO,,-30.026833,-51.214543
2458,,CASCATA ALPES,,-30.096903,-51.179419
1011,, OCTAVIO DE SOUZA,,-30.087744,-51.226088
5193,, OCTAVIO DE SOUZA,,-30.087818,-51.226645
1027,, OCTAVIO DE SOUZA,,-30.086198,-51.222887
1033,, OCTAVIO DE SOUZA,,-30.085267,-51.221513
1042,, OCTAVIO DE SOUZA,,-30.084458,-51.220313
1043,, OCTAVIO DE SOUZA,,-30.083601,-51.219102
1044,, OCTAVIO DE SOUZA,,-30.083319,-51.218869
1045,, OCTAVIO DE SOUZA,,-30.082159,-51.21739
1046,, OCTAVIO DE SOUZA,,-30.082113,-51.217224
1670,, OCTAVIO DE SOUZA,,-30.081122,-51.215936
1674,, OCTAVIO DE SOUZA,,-30.079764,-51.213959
1673,, OCTAVIO DE SOUZA,,-30.079725,-51.214034
4855,,SARANDI AFFONSO PAULO FEIJO,,-29.991483,-51.113348
4854,,SARANDI AFFONSO PAULO FEIJO,,-29.991854,-51.113419
4857,,SARANDI AFFONSO PAULO FEIJO,,-29.989851,-51.113482
4856,,SARANDI AFFONSO PAULO FEIJO,,-29.990142,-51.113391
4859,,SARANDI AFFONSO PAULO FEIJO,,-29.988172,-51.113534
4858,,SARANDI AFFONSO PAULO FEIJO,,-29.988319,-51.113448
4863,,SARANDI AFFONSO PAULO FEIJO,,-29.986243,-51.113514
4862,,SARANDI AFFONSO PAULO FEIJO,,-29.986595,-51.113579
5983,, MAIAS,,-29.989833,-51.095848
5982,, MAIAS,,-29.98979,-51.09594
3240,, JARBAS SIQUEIRA PEREIRA,,-30.043118,-51.146404
3214,, SARGENTO MANOEL RAYMUNDO SOARES,,-30.048999,-51.147901
3216,, SARGENTO MANOEL RAYMUNDO SOARES,,-30.045304,-51.147936
6370,, SARGENTO MANOEL RAYMUNDO SOARES,,-30.045491,-51.14803
3215,, SARGENTO MANOEL RAYMUNDO SOARES,,-30.04743,-51.147967
3223,, SARGENTO MANOEL RAYMUNDO SOARES,,-30.043946,-51.147863
3224,, JOSE MADRID,,-30.044438,-51.147318
3236,, SARGENTO MANOEL ARRUDA,,-30.045741,-51.146297
3225,, SARGENTO MANOEL RAYMUNDO SOARES,,-30.043815,-51.147767
5978,, SARGENTO MANOEL ARRUDA,,-30.046874,-51.146404
3231,, SARGENTO MANOEL ARRUDA,,-30.047637,-51.146359
3230,, SARGENTO MANOEL ARRUDA,,-30.048438,-51.146286
3181,, SARGENTO MANOEL ARRUDA,,-30.049552,-51.146813
796,, DR PEREIRA NETO,,-30.106536,-51.235585
3646,, SERTORIO,,-30.002584,-51.18729
819,, ESCOBAR,,-30.106001,-51.235338
1836,,STO ANTONIO PAULINO CHAVES,,-30.05842,-51.201128
1820,,STO ANTONIO PAULINO CHAVES,,-30.057856,-51.204404
2379,, COSTA GAMA,,-30.133816,-51.175585
2378,, COSTA GAMA,,-30.133902,-51.17565
6331,, SILVIO SILVEIRA SOARES,,-30.104862,-51.232859
1279,,CASCATA ALPES,,-30.084577,-51.199095
2941,,BOA VISTA ANITA GARIBALDI,,-30.023308,-51.17674
2940,,BOA VISTA ANITA GARIBALDI,,-30.023387,-51.177155
2939,,BOA VISTA ANITA GARIBALDI,,-30.024256,-51.179241
2332,,PASSO DA AREIA ANITA GARIBALDI,,-30.02702,-51.191237
3220,, ERNESTINA AMARO TORELLY,,-30.043502,-51.149382
3222,, ERNESTINA AMARO TORELLY,,-30.042519,-51.149288
3237,, JUVENAL CRUZ,,-30.047469,-51.14452
106,, RETIRO DA PONTA GROSSA,,-30.181484,-51.188416
837,, CEL CLAUDINO,,-30.098075,-51.242753
833,, CEL CLAUDINO,,-30.097001,-51.243018
835,, CEL CLAUDINO,,-30.095514,-51.243597
3000,, CEL ANTENOR AMORIM,,-30.044818,-51.161059
3219,, ERNESTINA AMARO TORELLY,,-30.044388,-51.149466
836,, CEL CLAUDINO,,-30.095354,-51.243563
2238,, CEL LUCAS DE OLIVEIRA,,-30.047052,-51.195891
4848,, SENHOR DO BOM FIM,,-29.98599,-51.116213
4852,, SENHOR DO BOM FIM,,-29.985392,-51.114384
4853,, SENHOR DO BOM FIM,,-29.985379,-51.114631
4849,, SENHOR DO BOM FIM,,-29.985867,-51.116149
4847,, SENHOR DO BOM FIM,,-29.986421,-51.117194
4266,, SENHOR DO BOM FIM,,-29.986894,-51.118164
4265,, SENHOR DO BOM FIM,,-29.98701,-51.118586
1945,, MARIA LUIZA PERES,,-30.074567,-51.183642
2621,, MARIA LUIZA PERES,,-30.074499,-51.18361
1878,,CASCATA PADRE TESCHAUER,,-30.079395,-51.196123
1875,,CASCATA PADRE TESCHAUER,,-30.078941,-51.197562
1326,, PINHEIRO BORDA,,-30.077085,-51.243207
1323,, PINHEIRO BORDA,,-30.079151,-51.243993
142,, JUCA BATISTA,,-30.158273,-51.19421
2950,, MARECHAL JOSE INACIO DA SILVA,,-30.016582,-51.178252
3771,, MARECHAL JOSE INACIO DA SILVA,,-30.012073,-51.178601
3759,, MARECHAL JOSE INACIO DA SILVA,,-30.016294,-51.178358
3411,, DR LUCIANO RAUL PANATIERI,,-30.043813,-51.124277
2973,,BOA VISTA ANITA GARIBALDI,,-30.021189,-51.170899
2974,,PASSO DA AREIA ANITA GARIBALDI,,-30.021122,-51.170958
2960,,BOA VISTA ANITA GARIBALDI,,-30.022634,-51.174936
2335,,MONT SERRAT ANITA GARIBALDI,,-30.026781,-51.188728
2345,,MONT SERRAT ANITA GARIBALDI,,-30.026586,-51.186539
2309,,MONT SERRAT ANITA GARIBALDI,,-30.027229,-51.193471
3074,,PASSO DA AREIA ACELIO DAUDT,,-30.020452,-51.167192
3073,,PASSO DA AREIA ACELIO DAUDT,,-30.020352,-51.167119
4449,,ZONA INDEFINIDA ARMANDO INACIO DA SILVEIRA,,-30.214422,-51.038708
4450,,ZONA INDEFINIDA ARMANDO INACIO DA SILVEIRA,,-30.214375,-51.038577
4463,,ZONA INDEFINIDA ARMANDO INACIO DA SILVEIRA,,-30.205942,-51.022929
4464,,ZONA INDEFINIDA ARMANDO INACIO DA SILVEIRA,,-30.205459,-51.022423
4461,,ZONA INDEFINIDA ARMANDO INACIO DA SILVEIRA,,-30.206581,-51.024314
4457,,ZONA INDEFINIDA ARMANDO INACIO DA SILVEIRA,,-30.210341,-51.029
4454,,ZONA INDEFINIDA ARMANDO INACIO DA SILVEIRA,,-30.211582,-51.033375
4455,,ZONA INDEFINIDA ARMANDO INACIO DA SILVEIRA,,-30.211704,-51.032261
4352,,ZONA INDEFINIDA ARMANDO INACIO DA SILVEIRA,,-30.228548,-51.055343
948,,CAMAQUA OTTO NIEMEYER,,-30.100577,-51.22553
4391,, LUIZ CORREA DA SILVA,,-30.21169,-51.063636
4350,, LUIZ CORREA DA SILVA,,-30.223464,-51.073435
4351,, LUIZ CORREA DA SILVA,,-30.216358,-51.066908
6053,, LUIZ CORREA DA SILVA,,-30.228921,-51.077379
4342,, LUIZ CORREA DA SILVA,,-30.227459,-51.076272
4335,, LUIZ CORREA DA SILVA,,-30.230682,-51.078375
6054,, LUIZ CORREA DA SILVA,,-30.229028,-51.077354
4334,, LUIZ CORREA DA SILVA,,-30.235039,-51.079822
2855,, PROTASIO ALVES,,-30.041871,-51.178674
4333,, LUIZ CORREA DA SILVA,,-30.237652,-51.080913
3524,,SAO GERALDO PARQUE,,-30.012411,-51.210499
3542,, PERNAMBUCO,,-30.014799,-51.202261
4156,, SERTORIO,,-30.003885,-51.127495
4155,, SERTORIO,,-30.003612,-51.127558
2431,, RINCAO,,-30.11939,-51.157879
2428,, RINCAO,,-30.117422,-51.160332
2426,, RINCAO,,-30.116669,-51.161625
2425,, RINCAO,,-30.116633,-51.161885
2422,, RINCAO,,-30.115022,-51.163869
2423,, RINCAO,,-30.114708,-51.164148
2478,, RINCAO,,-30.114198,-51.165514
4507,,LOMBA DO PINHEIRO JOAO DE OLIVEIRA REMIAO,,-30.116282,-51.108652
2477,, RINCAO,,-30.114138,-51.165928
4106,, FRANCISCO PINTO DA FONTOURA,,-29.998103,-51.136158
4117,, FRANCISCO PINTO DA FONTOURA,,-29.995463,-51.13467
4197,, FRANCISCO PINTO DA FONTOURA,,-29.99474,-51.134169
2360,, PEDRO CHAVES BARCELOS,,-30.024254,-51.185502
2359,, PEDRO CHAVES BARCELOS,,-30.022109,-51.185687
3591,, SAO PEDRO,,-30.011544,-51.199019
3799,, PLINIO BRASIL MILANO,,-30.012778,-51.171618
3518,, VOLUNTARIOS DA PATRIA,,-30.01553,-51.212407
2186,, RAMIRO BARCELOS,,-30.029888,-51.208395
3612,, SERTORIO,,-30.000212,-51.198035
4082,, SERTORIO,,-29.997957,-51.15062
3573,, PRESIDENTE FRANKLIN ROOSEVELT,,-30.001214,-51.200352
3572,, PRESIDENTE FRANKLIN ROOSEVELT,,-30.002075,-51.200605
3571,, PRESIDENTE FRANKLIN ROOSEVELT,,-30.003366,-51.201213
3570,, PRESIDENTE FRANKLIN ROOSEVELT,,-30.003444,-51.201156
3560,, PRESIDENTE FRANKLIN ROOSEVELT,,-30.007209,-51.202689
3559,, PRESIDENTE FRANKLIN ROOSEVELT,,-30.008051,-51.202927
3548,, PRESIDENTE FRANKLIN ROOSEVELT,,-30.00966,-51.203625
6355,, PRESIDENTE FRANKLIN ROOSEVELT,,-30.012407,-51.204561
3547,, PRESIDENTE FRANKLIN ROOSEVELT,,-30.010479,-51.203847
6071,, CEARA,,-30.004409,-51.192682
3539,, PRESIDENTE FRANKLIN ROOSEVELT,,-30.01189,-51.204458
5348,, CEARA,,-30.002725,-51.19207
6354,, SEVERO DULLIUS,,-29.988397,-51.166116
6353,, SEVERO DULLIUS,,-29.987844,-51.163788
6351,, SEVERO DULLIUS,,-29.987087,-51.157167
6352,, SEVERO DULLIUS,,-29.987171,-51.15983
1767,, DOM VITAL,,-30.071628,-51.201724
1763,, DOM VITAL,,-30.071722,-51.203371
2013,, PINTO DA ROCHA,,-30.061967,-51.190592
2010,,PARTENON ALCINDO GUANABARA,,-30.064649,-51.189865
2011,,PARTENON ALCINDO GUANABARA,,-30.064648,-51.189736
1952,, MANOEL VITORINO,,-30.068558,-51.190637
1949,, MANOEL VITORINO,,-30.068582,-51.190544
1921,, PEDRO VELHO,,-30.067947,-51.194865
1920,, PEDRO VELHO,,-30.06806,-51.194857
1919,, CARLOS DE LAET,,-30.068108,-51.195638
1918,, CARLOS DE LAET,,-30.067923,-51.195775
1912,,PARTENON PAULINO AZURENHA,,-30.068877,-51.196676
1910,,PARTENON PAULINO AZURENHA,,-30.070293,-51.19772
1909,,PARTENONO PAULINO AZURENHA,,-30.0704,-51.197906
1906,,GLORIA PAULINO AZURENHA,,-30.07091,-51.199102
1907,,PARTENON PAULINO AZURENHA,,-30.070839,-51.199124
1769,,GLORIA PAULINO AZURENHA,,-30.070988,-51.200335
6350,,PARTENON PAULINO AZURENHA,,-30.070926,-51.200503
1770,, PEDRO BOTICARIO,,-30.069552,-51.201461
6349,, DOM JOAO VI,,-30.068956,-51.203852
6347,, POLONIA,,-30.00774,-51.206112
5346,, CARLOS TREIN FILHO,,-30.031386,-51.186717
2961,,BOA VISTA ANITA GARIBALDI,,-30.022236,-51.174083
2251,, NEUSA GOULART BRIZOLA,,-30.038514,-51.194855
3135,, DR JOAO SIMPLICIO A DE CARVALHO,,-30.019644,-51.154377
2949,, MARECHAL JOSE INACIO DA SILVA,,-30.017339,-51.178272
3773,, MARECHAL JOSE INACIO DA SILVA,,-30.010333,-51.178837
3774,, MARECHAL JOSE INACIO DA SILVA,,-30.009938,-51.178787
3136,, DR JOAO SIMPLICIO A DE CARVALHO,,-30.019489,-51.153509
3416,, DR LUCIANO RAUL PANATIERI,,-30.043876,-51.124112
4865,, BERNARDINO SILVEIRA DE AMORIM,,-29.985808,-51.110939
1565,,PRAIA DE BELAS ANTONIO KLINGER FILHO,,-30.039468,-51.229722
1624,, LOUREIRO DA SILVA,,-30.03496,-51.22202
1504,, PRESIDENTE JOAO GOULART,,-30.033778,-51.240262
1666,, EDGAR KOETZ,,-30.023668,-51.219891
4181,, SILVESTRE FELIX RODRIGUES,,-30.006814,-51.122063
2399,, COSTA GAMA,,-30.119914,-51.176821
5896,, BEIRA RIO,,-30.211864,-51.190399
2398,, COSTA GAMA,,-30.120261,-51.176587
1750,, PROF OSCAR PEREIRA,,-30.074914,-51.202008
1751,, PROF OSCAR PEREIRA,,-30.074876,-51.201937
1804,, PROF OSCAR PEREIRA,,-30.064103,-51.205985
1813,, PROF OSCAR PEREIRA,,-30.060941,-51.206865
713,, EDUARDO PRADO,,-30.130131,-51.218318
712,, EDUARDO PRADO,,-30.130249,-51.218191
532,,TRISTEZA OTTO NIEMEYER,,-30.109686,-51.253321
5055,,LOMBA DO PINHEIRO JOAO DE OLIVEIRA REMIAO,,-30.083464,-51.131814
3010,, TEIXEIRA MENDES,,-30.035271,-51.165055
3007,, TEIXEIRA MENDES,,-30.037406,-51.165777
3006,, TEIXEIRA MENDES,,-30.039,-51.166196
1209,,VILA NOVA AMAPA,,-30.10753,-51.210201
5197,,VILA NOVA AMAPA,,-30.108752,-51.212065
3882,, DOMINGOS MARTINS,,-30.007836,-51.159287
6343,, DOMINGOS MARTINS,,-30.007747,-51.15958
1200,,VILA NOVA AMAPA,,-30.108635,-51.215695
3892,, DOMINGOS MARTINS,,-30.009105,-51.158228
6339,, SILVIO SILVEIRA SOARES,,-30.103334,-51.233554
2780,,PARTENON BENTO GONCALVES,,-30.062469,-51.161485
2826,, UIRAPURU,,-30.055964,-51.151646
3172,, UIRAPURU,,-30.055641,-51.147528
6100,, UIRAPURU,,-30.055207,-51.148465
861,, TAMANDARE,,-30.095732,-51.238381
857,, TAMANDARE,,-30.096192,-51.240256
860,, TAMANDARE,,-30.095753,-51.238801
856,, TAMANDARE,,-30.096226,-51.240682
5248,, TAMANDARE,,-30.096727,-51.242419
3753,, DR EDUARDO CHARTIER,,-30.01336,-51.180533
3260,, REPUBLICA DO PERU,,-30.034911,-51.143223
5308,,JARDIM BOTANICO FELIZARDO,,-30.051307,-51.183071
2061,, BARAO DO AMAZONAS,,-30.049553,-51.186481
2182,, FERNANDES VIEIRA,,-30.031959,-51.210862
6327,,PRAIA DE BELAS AUGUSTO DE CARVALHO,,-30.040288,-51.232902
3256,, MANOEL LOPES MEIRELLES,,-30.036729,-51.144473
5157,, MUTUAL,,-30.032302,-51.126109
4110,, FRANCISCO PINTO DA FONTOURA,,-29.996729,-51.135378
6334,, SEM NOME,,-30.047575,-51.178628
2845,, DR JOSE CARVALHO BERNARDES,,-30.047182,-51.17845
3083,, DR JOAO SIMPLICIO A DE CARVALHO,,-30.019567,-51.16117
3084,, DR JOAO SIMPLICIO A DE CARVALHO,,-30.019494,-51.161158
3091,, DR JOAO SIMPLICIO A DE CARVALHO,,-30.01938,-51.159045
3092,, DR JOAO SIMPLICIO A DE CARVALHO,,-30.01938,-51.159873
3125,, DR JOAO SIMPLICIO A DE CARVALHO,,-30.019131,-51.156416
3124,, DR JOAO SIMPLICIO A DE CARVALHO,,-30.019063,-51.156476
2872,, PROTASIO ALVES,,-30.03862,-51.175454
4111,, FRANCISCO PINTO DA FONTOURA,,-29.996313,-51.135049
4200,, FRANCISCO PINTO DA FONTOURA,,-29.993923,-51.133798
